Scientific Name,Common Name,Species ID,Link,Plant Type,Light Preference,Water Preference,Drought Tolerant?,Native to SG?,Fruit Bearing?,Fragrant Plant?,Maximum height,Flower Colour,Hazard,Attracted animals,Native habitat,Leaf Colour,Leaf Area Index,Growth rate,Trunk Texture,Trunk Colour,Leaf Texture,Maximum Height
Afgekia mahidoliae B.L. Burtt & Chermsir.,Kan Phai Mahidol,3478,https://www.nparks.gov.sg/florafaunaweb/flora/3/4/3478,"Climber, Shrub",-,-,False,False,False,-,-,"Purple, White, Yellow / Golden",-,-,Terrestrial (Monsoon Forest),"Green, Silver / Grey",-,Moderate,None,None,"Velvety / Furry / Tomentose, Hairy / Hirsute, Raised / Sunken Veins",-
Afgekia sericea Craib,Silky Afgekia,1301,https://www.nparks.gov.sg/florafaunaweb/flora/1/3/1301,"Climber, Shrub",-,-,False,False,False,-,-,"Pink, White, Yellow / Golden",-,"Bee-Attracting, Butterfly-Attracting (Flower Nectar, Flower Pollen)",Terrestrial (Monsoon Forest),"Green, Silver / Grey, Silver / Grey, Green",-,Moderate,None,None,"Velvety / Furry / Tomentose, Hairy / Hirsute, Raised / Sunken Veins",-
Aganope heptaphylla (L.) Polhill,-,6537,https://www.nparks.gov.sg/florafaunaweb/flora/6/5/6537,"Climber, Shrub",-,-,False,True,False,-,-,"Green - Light Green, White",-,-,"Terrestrial (Coastal Forest), Shoreline (Mangrove Forest, Sandy Beach)",Green,-,-,None,None,Leathery,-
Agapanthus praecox,Lily of the Nile,3503,https://www.nparks.gov.sg/florafaunaweb/flora/3/5/3503,Herbaceous Plant,-,-,False,False,False,-,-,"Blue, White",-,-,Terrestrial,Green - Bluish Green,-,Fast,None,None,Smooth,-
Agastache foeniculum,Blue Giant Hyssop,6752,https://www.nparks.gov.sg/florafaunaweb/flora/6/7/6752,Shrub,-,-,False,False,False,True,-,-,-,"Bird-Attracting, Butterfly-Attracting",Terrestrial,-,-,-,None,None,-
Agathis borneensis,Borneo Kauri,2699,https://www.nparks.gov.sg/florafaunaweb/flora/2/6/2699,Tree,-,-,False,False,False,None,-,-,-,-,-,Green,3.0 (Tree - Intermediate Canopy),Moderate to Slow,-,-,Green,-
Agathis lanceolata Warb.,-,8738,https://www.nparks.gov.sg/florafaunaweb/flora/8/7/8738,Tree,-,-,False,False,False,None,-,-,-,-,Terrestrial,-,-,Moderate,-,-,-
Agave americana,Century Plant,3506,https://www.nparks.gov.sg/florafaunaweb/flora/3/5/3506,-,-,-,True,False,False,None,-,Yellow / Golden,-,-,Terrestrial (Desert / Semi-Desert),-,-,-,None,None,-
Agave americana 'Australian Opal',-,6337,https://www.nparks.gov.sg/florafaunaweb/flora/6/3/6337,-,-,-,True,False,False,None,-,-,-,-,-,Cream / Off-White,-,-,None,None,Greyish Green,-
Agave amica,Tuberose,8360,https://www.nparks.gov.sg/florafaunaweb/flora/8/3/8360,Herbaceous Plant,-,-,False,False,False,True,-,-,-,-,-,"Green, Green",-,-,None,None,Green,-
Agave amica 'Sensation',Tuberose,8552,https://www.nparks.gov.sg/florafaunaweb/flora/8/5/8552,Herbaceous Plant,-,-,False,False,False,True,-,Pink,-,-,-,Green,-,Fast,None,None,Green,-
Agave amica 'The Pearl',Double Pearl Tuberose,2349,https://www.nparks.gov.sg/florafaunaweb/flora/2/3/2349,Herbaceous Plant,-,-,False,False,False,True,-,White,-,-,-,Green,3.5 (Shrub & Groundcover - Monocot),-,None,None,Green,-
Agave angustifolia 'Marginata',Variegated Caribbean Agave,1605,https://www.nparks.gov.sg/florafaunaweb/flora/1/6/1605,-,-,-,True,False,False,None,-,White,-,-,Terrestrial,"Cream / Off-White, Green - Light Green",3.5 (Shrub & Groundcover - Monocot),-,None,None,Smooth,-
Agave attenuata 'Silver Trim',-,6336,https://www.nparks.gov.sg/florafaunaweb/flora/6/3/6336,-,-,-,True,False,False,None,-,Cream / Off-White,-,-,-,Silver / Grey,-,-,None,None,Greyish Green,-
Agave desmetiana 'El Mirador's Gold',Smooth Agave,5941,https://www.nparks.gov.sg/florafaunaweb/flora/5/9/5941,-,-,-,True,False,False,None,-,-,-,-,,"Green, Yellow / Golden",-,-,None,None,"Smooth, Powdery / Waxy Bloom",-
Agave desmetiana Jacobi,Smooth Agave,5934,https://www.nparks.gov.sg/florafaunaweb/flora/5/9/5934,-,-,-,True,False,False,None,-,Yellow / Golden,-,-,-,-,-,-,None,None,-
Agave desmetiana 'Variegata',Dwarf Variegated Agave,3756,https://www.nparks.gov.sg/florafaunaweb/flora/3/7/3756,-,-,-,True,False,False,None,-,Yellow / Golden,-,-,-,"Cream / Off-White, Green, Silver / Grey, Yellow / Golden",-,Slow,None,None,"Smooth, Leathery, Thick",-
Agave guiengola,-,7087,https://www.nparks.gov.sg/florafaunaweb/flora/7/0/7087,-,-,-,True,False,False,None,-,-,-,-,Terrestrial,-,-,-,None,None,-
Agave mitis,-,6822,https://www.nparks.gov.sg/florafaunaweb/flora/6/8/6822,-,-,-,False,False,False,None,-,-,-,-,-,-,-,-,None,None,-
Agave mitis var. mitis 'Nova',-,6246,https://www.nparks.gov.sg/florafaunaweb/flora/6/2/6246,-,-,-,True,False,False,None,-,Green - Light Green,-,-,-,Silver / Grey,-,Moderate,None,None,Smooth,-
Agave pachycentra Trel.,Agave,6071,https://www.nparks.gov.sg/florafaunaweb/flora/6/0/6071,-,-,-,True,False,False,None,-,-,-,-,Terrestrial (Desert / Semi-Desert),Green - Bluish Green,-,-,None,None,Bluish Grey,-
Agave parryi subsp. parryi,Artichoke Agave,6261,https://www.nparks.gov.sg/florafaunaweb/flora/6/2/6261,-,-,-,True,False,False,None,-,Yellow / Golden,-,-,Terrestrial (Desert / Semi-Desert),-,-,-,None,None,Bluish Grey,-
Agave potatorum (variegated),-,6784,https://www.nparks.gov.sg/florafaunaweb/flora/6/7/6784,-,-,-,False,False,False,None,-,-,-,-,-,"Cream / Off-White, Green",-,-,None,None,"Cream / Off-White, Green",-
Agave potatorum Zucc.,-,5942,https://www.nparks.gov.sg/florafaunaweb/flora/5/9/5942,-,-,-,False,False,False,None,-,Green - Light Green,-,-,Terrestrial,Silver / Grey,-,-,None,None,Smooth,-
Agave tequilana F.A.C.Weber,Tequila Agave,1606,https://www.nparks.gov.sg/florafaunaweb/flora/1/6/1606,Herbaceous Plant,-,-,True,False,False,-,-,Green - Bluish Green,-,Bat Food,Terrestrial (Desert / Semi-Desert),"Silver / Grey, Green - Bluish Green, Red, Silver / Grey, Green - Bluish Green",3.5 (Shrub & Groundcover - Monocot),Fast,None,None,"Powdery / Waxy Bloom, Thick",-
Agave tequilana 'Sunrise',Sunrise Tequila Agave,6324,https://www.nparks.gov.sg/florafaunaweb/flora/6/3/6324,Herbaceous Plant,-,-,True,False,False,-,-,"Green, Purple",-,-,-,"Yellow / Golden, Green - Bluish Green, Silver / Grey",-,Fast,None,None,Greyish Green,-
Agave univittata,Thorncrest Agave,6823,https://www.nparks.gov.sg/florafaunaweb/flora/6/8/6823,-,-,-,True,False,False,None,-,-,-,-,-,-,-,-,None,None,-
Agave univittata 'Quadricolor',Quadricolor Century Plant,5859,https://www.nparks.gov.sg/florafaunaweb/flora/5/8/5859,-,-,-,True,False,False,None,-,-,-,-,-,"Green, Green - Light Green, Red, Yellow / Golden",-,-,None,None,"Smooth, Leathery, Thick",-
Agave victoriae-reginae × asperrima,-,6338,https://www.nparks.gov.sg/florafaunaweb/flora/6/3/6338,-,-,-,True,False,False,None,-,-,-,-,-,"Silver / Grey, White",-,-,None,None,"Smooth, Thick",-
Agave victoriae-reginae T.Moore,Queen Victoria's Agave,6074,https://www.nparks.gov.sg/florafaunaweb/flora/6/0/6074,-,-,-,True,False,False,None,-,Cream / Off-White,-,-,-,"Green, White",-,-,None,None,"Powdery / Waxy Bloom, Thick",-
Agave victoriae-reginae 'Variegated',-,7123,https://www.nparks.gov.sg/florafaunaweb/flora/7/1/7123,-,-,-,True,False,False,None,-,-,-,-,-,"Green, Yellow / Golden",-,-,None,None,"Leathery, Thick",-
Agave vilmoriniana A.Berger,Octopus agave,5567,https://www.nparks.gov.sg/florafaunaweb/flora/5/5/5567,-,-,-,True,False,False,None,-,Yellow / Golden,-,-,Terrestrial,Green,-,-,None,None,Dies after blooming.,-
Agelaea borneensis (Hook.f.) Merr.,Akar Kachang-kachang,6409,https://www.nparks.gov.sg/florafaunaweb/flora/6/4/6409,Climber,-,-,False,True,False,True,-,White,-,-,Terrestrial,Green,-,Moderate,None,None,"Hairy / Hirsute, Papery, Bulging in between Veins, Thin",-
Agelaea macrophylla (Zoll.) Leenh.,Akar Pinang Ketul,7978,https://www.nparks.gov.sg/florafaunaweb/flora/7/9/7978,Climber,-,-,False,True,False,-,-,-,-,Butterfly Host Plant,Terrestrial,Green,-,-,None,None,Green,-
Ageratum conyzoides (L.) L.,White Weed,5183,https://www.nparks.gov.sg/florafaunaweb/flora/5/1/5183,Herbaceous Plant,-,-,False,False,False,-,-,-,-,-,Terrestrial,-,-,Fast,None,None,-
Ageratum houstonianum Mill.,Floss Flower,5213,https://www.nparks.gov.sg/florafaunaweb/flora/5/2/5213,Herbaceous Plant,-,-,False,False,False,-,-,"Blue, Pink, Purple, White",-,-,-,Green,-,-,None,None,Velvety / Furry / Tomentose,-
Aglaia argentea Blume,Silver Boodyara,3508,https://www.nparks.gov.sg/florafaunaweb/flora/3/5/3508,Tree,-,-,False,False,False,None,-,-,-,-,Terrestrial,-,-,Moderate,-,-,-
Aglaia cucullata (Roxb.) Pellegr.,-,8757,https://www.nparks.gov.sg/florafaunaweb/flora/8/7/8757,Tree,-,-,False,False,False,None,-,-,-,-,Terrestrial,-,-,Moderate,-,-,-
Aglaia korthalsii Miq.,-,3509,https://www.nparks.gov.sg/florafaunaweb/flora/3/5/3509,Tree,-,-,False,False,False,None,-,Yellow / Golden,-,-,Terrestrial,Green,-,Moderate,-,-,Green,-
Aglaia macrocarpa (Miq.) Pannell,-,6576,https://www.nparks.gov.sg/florafaunaweb/flora/6/5/6576,Tree,-,-,False,True,False,None,-,Yellow / Golden,-,-,"Terrestrial (Primary Rainforest, Secondary Rainforest, Riverine)",Green,-,Slow,-,-,Green,-
Aglaia odorata (Dwarf),-,1608,https://www.nparks.gov.sg/florafaunaweb/flora/1/6/1608,Shrub,-,-,False,False,False,True,-,Yellow / Golden,-,-,Terrestrial,"Green, Green - Light Green",4.5 (Shrub & Groundcover - Dicot),Moderate,None,None,Glossy / Shiny,-
Aglaia odorata Lour.,Chinese Perfume Plant,1609,https://www.nparks.gov.sg/florafaunaweb/flora/1/6/1609,Shrub,-,-,False,False,False,True,-,Yellow / Golden,-,Butterfly-Attracting,"Terrestrial (Mountain, Secondary Rainforest)","Green, Green - Light Green",4.5 (Shrub & Groundcover - Dicot),Moderate,None,None,"Smooth, Glossy / Shiny",-
Aglaonema 'Adelia',-,5963,https://www.nparks.gov.sg/florafaunaweb/flora/5/9/5963,Herbaceous Plant,-,-,False,False,False,-,-,-,-,-,-,"Green, Green - Light Green, Pink, Brown, Green - Light Green, Pink",-,Moderate,None,None,Smooth,-
Aglaonema commutatum (Hook.f.) Nicolson var. maculatum,Philippine Evergreen,1613,https://www.nparks.gov.sg/florafaunaweb/flora/1/6/1613,"Herbaceous Plant, Shrub",-,-,False,False,False,-,-,-,-,-,-,Green,3.5 (Shrub & Groundcover - Monocot),Fast,None,None,"Smooth, Glossy / Shiny, Thick",-
Aglaonema commutatum 'Malay Beauty',-,1612,https://www.nparks.gov.sg/florafaunaweb/flora/1/6/1612,Herbaceous Plant,-,-,False,False,False,-,-,-,-,-,-,"Green, Silver / Grey",3.5 (Shrub & Groundcover - Monocot),Fast,None,None,Smooth,-
Aglaonema commutatum Schott,Chinese Evergreen,1611,https://www.nparks.gov.sg/florafaunaweb/flora/1/6/1611,"Herbaceous Plant, Shrub",-,-,False,False,False,-,-,"Cream / Off-White, Green, White",-,-,-,"Green, Silver / Grey",3.5 (Shrub & Groundcover - Monocot),Fast,None,None,"Smooth, Thick",-
Aglaonema commutatum 'Tricolor',-,1617,https://www.nparks.gov.sg/florafaunaweb/flora/1/6/1617,"Herbaceous Plant, Shrub",-,-,False,False,False,-,-,"Green - Light Green, White",-,-,-,"Green, Silver / Grey, Green - Light Green",3.5 (Shrub & Groundcover - Monocot),-,None,None,"Smooth, Leathery, Thick",-
Aglaonema costatum N.E.Br.,Spotted Evergreen,1614,https://www.nparks.gov.sg/florafaunaweb/flora/1/6/1614,Herbaceous Plant,-,-,False,False,False,-,-,"Green, White",-,-,Terrestrial (Primary Rainforest),"Green, White",3.5 (Shrub & Groundcover - Monocot),Moderate,None,None,Smooth,-
Aglaonema 'Crete',-,6667,https://www.nparks.gov.sg/florafaunaweb/flora/6/6/6667,Herbaceous Plant,-,-,False,False,False,-,-,-,-,-,-,"Green, Red, Yellow / Golden",-,-,None,None,"Smooth, Glossy / Shiny",-
Aglaonema cultivars,-,8442,https://www.nparks.gov.sg/florafaunaweb/flora/8/4/8442,Herbaceous Plant,-,-,False,False,False,-,-,-,-,-,-,-,-,-,None,None,-
Aglaonema 'Donna Carmen',Pink Aglaonema,1618,https://www.nparks.gov.sg/florafaunaweb/flora/1/6/1618,"Herbaceous Plant, Shrub",-,-,False,False,False,-,-,-,-,-,-,"Green, Pink",3.5 (Shrub & Groundcover - Monocot),-,None,None,"Smooth, Bulging in between Veins",-
Aglaonema 'Dud Unyamanee',-,3363,https://www.nparks.gov.sg/florafaunaweb/flora/3/3/3363,"Herbaceous Plant, Shrub",-,-,False,False,False,-,-,Cream / Off-White,-,-,-,"Green, Pink, Red",3.5 (Shrub & Groundcover - Monocot),-,None,None,"Smooth, Leathery, Thick",-
Aglaonema 'King of Siam',-,6333,https://www.nparks.gov.sg/florafaunaweb/flora/6/3/6333,Herbaceous Plant,-,-,False,False,False,-,-,White,-,-,-,"Green, Green - Light Green, White, Yellow / Golden",-,-,None,None,Smooth,-
Aglaonema 'Lotus Delight',Pink Aglaonema,8204,https://www.nparks.gov.sg/florafaunaweb/flora/8/2/8204,Herbaceous Plant,-,-,False,False,False,-,-,-,-,-,-,"Green, Pink, Yellow / Golden",-,-,None,None,"Green, Pink, Yellow / Golden",-
Aglaonema nebulosum N.E. Br.,Mata Bisul,5566,https://www.nparks.gov.sg/florafaunaweb/flora/5/5/5566,Herbaceous Plant,-,-,False,True,False,-,-,White,-,Bird-Attracting,Terrestrial,Green,-,Moderate,None,None,Leathery,-
Aglaonema nitidum (Jack) Kunth,Burmese Evergreen,1622,https://www.nparks.gov.sg/florafaunaweb/flora/1/6/1622,Herbaceous Plant,-,-,False,True,False,-,-,Cream / Off-White,-,Bird-Attracting,"Terrestrial (Primary Rainforest, Freshwater Swamp Forest)","Green, Silver / Grey",3.5 (Shrub & Groundcover - Monocot),Moderate,None,None,"Smooth, Thick",-
Aglaonema nitidum × commutatum 'Tricolor',-,1620,https://www.nparks.gov.sg/florafaunaweb/flora/1/6/1620,"Herbaceous Plant, Shrub",-,-,False,False,False,-,-,-,-,-,-,"Cream / Off-White, Green, White",3.5 (Shrub & Groundcover - Monocot),-,None,None,"Smooth, Leathery, Thick",-
Aglaonema nitidum 'Ernesto's Favorite',-,1616,https://www.nparks.gov.sg/florafaunaweb/flora/1/6/1616,"Herbaceous Plant, Shrub",-,-,False,False,False,-,-,-,-,-,-,"Green, Silver / Grey",3.5 (Shrub & Groundcover - Monocot),Fast,None,None,"Smooth, Leathery, Thick",-
Aglaonema nitidum 'Silver Queen',Chinese Evergreen,1623,https://www.nparks.gov.sg/florafaunaweb/flora/1/6/1623,Shrub,-,-,False,False,False,-,-,"Green - Light Green, White",-,-,-,"Green, White",3.5 (Shrub & Groundcover - Monocot),Moderate,None,None,"Green, White",-
Aglaonema nitidum var. curtisii,-,1624,https://www.nparks.gov.sg/florafaunaweb/flora/1/6/1624,Shrub,-,-,False,False,False,-,-,-,-,-,-,"Green, Silver / Grey",3.5 (Shrub & Groundcover - Monocot),Moderate,None,None,"Green, Silver / Grey",-
Aglaonema 'Pride of Sumatra',-,1625,https://www.nparks.gov.sg/florafaunaweb/flora/1/6/1625,"Herbaceous Plant, Shrub",-,-,False,False,False,-,-,White,-,-,-,"Green, Pink, Red",3.5 (Shrub & Groundcover - Monocot),-,None,None,Smooth,-
Aglaonema 'Red Impressa',-,6755,https://www.nparks.gov.sg/florafaunaweb/flora/6/7/6755,Herbaceous Plant,-,-,False,False,False,-,-,White,-,-,-,"Cream / Off-White, Green, Red",-,-,None,None,"Cream / Off-White, Green, Red",-
Aglaonema 'Red Master',-,7214,https://www.nparks.gov.sg/florafaunaweb/flora/7/2/7214,Herbaceous Plant,-,-,False,False,False,-,-,-,-,-,-,Red,-,-,None,None,Smooth,-
Aglaonema rex,-,1626,https://www.nparks.gov.sg/florafaunaweb/flora/1/6/1626,Shrub,-,-,False,False,False,-,-,-,-,-,-,"Green, White",3.5 (Shrub & Groundcover - Monocot),Moderate,None,None,"Smooth, Leathery, Thick",-
Aglaonema 'Sexy Red',-,5935,https://www.nparks.gov.sg/florafaunaweb/flora/5/9/5935,"Herbaceous Plant, Shrub",-,-,False,False,False,-,-,-,-,-,-,"Green, Green - Light Green, Red",-,-,None,None,Smooth,-
Aglaonema 'Siam Aurora',Red Aglaonema,4878,https://www.nparks.gov.sg/florafaunaweb/flora/4/8/4878,Herbaceous Plant,-,-,False,False,False,-,-,-,-,-,-,"Green, Green - Light Green, Pink, Red",-,-,None,None,"Smooth, Glossy / Shiny",-
Aglaonema simplex (Blume) Blume,Malayan Sword,3740,https://www.nparks.gov.sg/florafaunaweb/flora/3/7/3740,"Herbaceous Plant, Shrub",-,-,False,True,False,-,-,"Cream / Off-White, White",-,-,"Terrestrial (Primary Rainforest, Secondary Rainforest, Monsoon Forest, Freshwater Swamp Forest)",Green,3.5 (Shrub & Groundcover - Monocot),Slow,None,None,"Glossy / Shiny, Raised / Sunken Veins, Thick, Leathery",-
Aglaonema 'White Stem',-,1610,https://www.nparks.gov.sg/florafaunaweb/flora/1/6/1610,"Herbaceous Plant, Shrub",-,-,False,False,False,-,-,White,-,-,-,"Green, Silver / Grey",3.5 (Shrub & Groundcover - Monocot),Fast,None,None,"Smooth, Leathery, Thick",-
Agrostistachys sessilifolia (Kurz) Pax & K.Hoffm.,Bornean Jenjulong,1628,https://www.nparks.gov.sg/florafaunaweb/flora/1/6/1628,Shrub,-,-,False,True,False,-,-,"White, Cream / Off-White, Orange",-,-,"Terrestrial (Primary Rainforest, Mountain, Secondary Rainforest, Monsoon Forest, Freshwater Swamp Forest, Riverine)",Green,4.5 (Shrub & Groundcover - Dicot),Moderate,None,None,Leathery,-
Aidia densiflora (Wall.) Masam.,-,3514,https://www.nparks.gov.sg/florafaunaweb/flora/3/5/3514,Tree,-,-,False,True,False,None,-,"Cream / Off-White, White",-,Bird-Attracting (Fruits),Terrestrial,"Green, Red",-,Moderate,-,-,Papery,-
Ailanthus integrifolia Lam.,White Siris,6813,https://www.nparks.gov.sg/florafaunaweb/flora/6/8/6813,Tree,-,-,False,True,False,None,-,Green,-,-,"Terrestrial (Primary Rainforest, Secondary Rainforest)",Green,-,Moderate,-,-,Green,-
Ajuga reptans 'Burgundy Glow',Carpet Bugleweed,1629,https://www.nparks.gov.sg/florafaunaweb/flora/1/6/1629,Shrub,-,-,False,False,False,-,-,Purple,-,-,Terrestrial,"Green, Pink, Purple",4.5 (Shrub & Groundcover - Dicot),Moderate,None,None,Bronze,-
Alangium longiflorum var. hirsutum (Bloemb.) W.J.de Wilde & Duyfjes,-,8607,https://www.nparks.gov.sg/florafaunaweb/flora/8/6/8607,"Shrub, Tree",-,-,False,True,False,True,-,White,-,-,"Terrestrial (Primary Rainforest, Secondary Rainforest)",-,-,Moderate,-,-,Evergreen,-
Alangium ridleyi King,Mentulang Daun Lebar,2701,https://www.nparks.gov.sg/florafaunaweb/flora/2/7/2701,Tree,-,-,False,True,False,True,-,-,-,-,"Terrestrial (Primary Rainforest, Freshwater Swamp Forest)",Green,3.0 (Tree - Intermediate Canopy),Moderate,-,-,Leathery,-
Albizia niopoides (Benth.) Burkart var. niopoides,-,6280,https://www.nparks.gov.sg/florafaunaweb/flora/6/2/6280,Tree,-,-,True,False,False,None,-,-,-,-,Terrestrial,-,-,Fast to Moderate,-,-,-
Albizia splendens Miq.,Keredas,3519,https://www.nparks.gov.sg/florafaunaweb/flora/3/5/3519,Tree,-,-,False,True,False,None,-,"Green - Light Green, White",-,-,"Terrestrial (Primary Rainforest, Secondary Rainforest)",Green,-,Moderate,-,-,Papery,-
Albuca bracteata,False Sea Onion,6825,https://www.nparks.gov.sg/florafaunaweb/flora/6/8/6825,Herbaceous Plant,-,-,False,False,False,-,-,-,-,-,-,-,-,-,None,None,-
Albuca namaquensis Baker,-,8070,https://www.nparks.gov.sg/florafaunaweb/flora/8/0/8070,-,-,-,True,False,False,None,-,Yellow / Golden,-,-,Terrestrial (Inland Cliff),"Green, Green",-,-,None,None,"Smooth, Hairy / Hirsute, Rough, Scaly",-
Aleurites moluccanus (L.) Willd.,Candle Nut,2702,https://www.nparks.gov.sg/florafaunaweb/flora/2/7/2702,Tree,-,-,False,False,False,None,-,White,-,Bird-Attracting,Terrestrial,Green,4.0 (Tree - Dense Canopy),Moderate,-,-,Green,-
Allagoptera campestris,Buri,2585,https://www.nparks.gov.sg/florafaunaweb/flora/2/5/2585,Palm,-,-,True,False,False,None,-,Cream / Off-White,-,-,-,Green,4.0 (Palm - Cluster),Moderate,-,-,"Glossy / Shiny, Hairy / Hirsute, Leathery",-
Allamanda blanchetii A.DC.,Purple Allamanda,1302,https://www.nparks.gov.sg/florafaunaweb/flora/1/3/1302,Climber,-,-,False,False,False,-,-,"Purple, Pink",-,"Bee-Attracting, Butterfly-Attracting",Terrestrial,"Green, Green",-,Fast to Moderate,None,None,Hairy / Hirsute,-
Allamanda cathartica 'Alba',White Trumpet,1305,https://www.nparks.gov.sg/florafaunaweb/flora/1/3/1305,"Climber, Shrub",-,-,False,False,False,True,-,White,-,-,Terrestrial,"Green, Green",-,Moderate,None,None,Leathery,-
Allamanda cathartica 'Cherries Jubilee',紫蝉,1306,https://www.nparks.gov.sg/florafaunaweb/flora/1/3/1306,"Climber, Shrub",-,-,False,False,False,-,-,"Purple, Red",-,-,Terrestrial,Green,-,Moderate,None,None,Green,-
Allamanda cathartica 'Jamaican Sunset',-,1307,https://www.nparks.gov.sg/florafaunaweb/flora/1/3/1307,"Climber, Shrub",-,-,False,False,False,-,-,Pink,-,-,Terrestrial,"Green, Green",-,Moderate,None,None,Leathery,-
Allamanda cathartica L.,Allamanda,1303,https://www.nparks.gov.sg/florafaunaweb/flora/1/3/1303,"Climber, Shrub",-,-,False,False,False,-,-,Yellow / Golden,-,"Bee-Attracting, Bird-Attracting (Flowers), Butterfly-Attracting",Terrestrial,"Green, Green",-,Fast to Moderate,None,None,"Glossy / Shiny, Leathery",-
Allamanda cathartica 'Stansill's Double',Double-petalled Golden Trumpet,1304,https://www.nparks.gov.sg/florafaunaweb/flora/1/3/1304,"Climber, Shrub",-,-,False,False,False,-,-,Yellow / Golden,-,"Bee-Attracting, Bird-Attracting (Flowers), Butterfly-Attracting",Terrestrial,"Green, Green",-,Moderate,None,None,Glossy / Shiny,-
Allamanda 'Cherry Ripe',-,3520,https://www.nparks.gov.sg/florafaunaweb/flora/3/5/3520,"Climber, Shrub",-,-,False,False,False,-,-,Red,-,-,Terrestrial,"Green, Green",-,Fast,None,None,Green,-
Allamanda oenotherifolia Pohl,Bush Allamanda,1308,https://www.nparks.gov.sg/florafaunaweb/flora/1/3/1308,"Climber, Shrub",-,-,False,False,False,-,-,Yellow / Golden,-,-,Terrestrial,"Green, Green",-,Moderate,None,None,"Glossy / Shiny, Leathery",-
Allamanda oenotherifolia 'Silver',Golden Trumpet Bush,1309,https://www.nparks.gov.sg/florafaunaweb/flora/1/3/1309,"Climber, Shrub",-,-,False,False,False,-,-,Yellow / Golden,-,-,Terrestrial,Silver / Grey,-,Moderate,None,None,Leathery,-
Allamanda schottii 'Grey Supreme',Bush Allamanda,1630,https://www.nparks.gov.sg/florafaunaweb/flora/1/6/1630,"Climber, Shrub",-,-,False,False,False,-,-,Yellow / Golden,-,-,Terrestrial,"Green, Silver / Grey, Green, Silver / Grey",4.5 (Shrub & Groundcover - Dicot),Moderate,None,None,Leathery,-
Allium ampeloprasum L.,Leek,6523,https://www.nparks.gov.sg/florafaunaweb/flora/6/5/6523,Herbaceous Plant,-,-,False,False,False,-,-,Pink,-,-,-,Green,-,-,None,None,Smooth,-
Allium ascalonicum L.,Shallot,5929,https://www.nparks.gov.sg/florafaunaweb/flora/5/9/5929,"Grass or Grass-like Plant, Shrub, Herbaceous Plant",-,-,False,False,False,-,-,White,-,-,Terrestrial,Green,-,-,None,None,Smooth,-
