Scientific Name,Common Name,Species ID,Link,Plant Type,Light Preference,Water Preference,Drought Tolerant?,Native to SG?,Fruit Bearing?,Fragrant Plant?,Maximum Height,Flower Colour,Hazard,Attracted Animals,Native habitat,Mature Leaf Colour,Young Flush Leaf Colour,Leaf Area Index,Growth Rate,Trunk Texture,Trunk Colour,Leaf Texture
Thunbergia grandiflora 'Alba',-,1521,https://www.nparks.gov.sg/florafaunaweb/flora/1/5/1521,Climber,Full Sun,Moderate Water,False,False,False,False,-,White,-,-,-,Green,-,-,-,None,None,-
Thunbergia kirkii Hook.f.,Blue Sky Shrub,4790,https://www.nparks.gov.sg/florafaunaweb/flora/4/7/4790,Shrub,Semi Shade,Lots of Water,False,False,False,False,1.5,Blue,-,-,Terrestrial,Green,-,-,-,None,None,Medium
Thunbergia laurifolia,Akar Ketuau,1522,https://www.nparks.gov.sg/florafaunaweb/flora/1/5/1522,Climber,Full Sun,Moderate Water,False,False,False,False,0.5,Purple,Invasive / Potentially Invasive,-,Terrestrial,Green,-,-,-,None,None,Medium
Thunbergia laurifolia 'Variegata',-,3990,https://www.nparks.gov.sg/florafaunaweb/flora/3/9/3990,Climber,"Full Sun, Semi Shade","Lots of Water, Moderate Water, Occasional Misting",False,False,False,False,0.5,Purple,-,-,Terrestrial,"Green - Light Green, Yellow / Golden",-,-,-,None,None,Medium
Thymophylla tenuiloba,Dahlberg Daisy,2511,https://www.nparks.gov.sg/florafaunaweb/flora/2/5/2511,"Creeper, Herbaceous Plant",Full Sun,"Little Water, Moderate Water",True,False,False,True,0.3,Yellow / Golden,Toxic Upon Ingestion,Butterfly-Attracting,"Terrestrial (Grassland / Savannah/ Scrubland, Disturbed Area / Open Ground)",Green,-,-,Moderate,None,None,-
Thymus × citriodorus 'Variegata',Variegated Lemon Thyme,6641,https://www.nparks.gov.sg/florafaunaweb/flora/6/6/6641,Herbaceous Plant,Full Sun,Moderate Water,False,False,False,False,0.25,Purple,-,-,-,"Cream / Off-White, Green, Yellow / Golden",-,-,-,None,None,Fine
Thymus vulgaris L.,Thyme,5393,https://www.nparks.gov.sg/florafaunaweb/flora/5/3/5393,Shrub,Full Sun,Little Water,False,False,False,False,0.3,Light Purple,-,-,Terrestrial,Green,-,-,-,None,None,Medium
Thyrsostachys siamensis Gamble,Monastery Bamboo,4791,https://www.nparks.gov.sg/florafaunaweb/flora/4/7/4791,"Grass or Grass-like Plant, Shrub","Full Sun, Semi Shade",Moderate Water,False,False,True,False,13.0,-,-,-,Terrestrial (Monsoon Forest),Green,-,-,-,None,None,-
Thysanolaena latifolia,Tiger Grass,2512,https://www.nparks.gov.sg/florafaunaweb/flora/2/5/2512,"Grass or Grass-like Plant, Shrub",Full Sun,Moderate Water,False,False,False,False,2.0,-,-,-,-,Green,-,3.5 (Shrub & Groundcover - Monocot),-,None,None,-
Tibouchina granulosa (pink flowers),-,4075,https://www.nparks.gov.sg/florafaunaweb/flora/4/0/4075,Shrub,Full Sun,Moderate Water,False,False,False,False,-,-,-,-,-,-,-,-,Fast,None,None,-
Tibouchina granulosa 'Jules',Dwarf Glory Bush,3731,https://www.nparks.gov.sg/florafaunaweb/flora/3/7/3731,Shrub,Full Sun,Moderate Water,False,False,False,False,1,Purple,-,-,Terrestrial,Green,Green,-,Moderate,None,None,Medium
Tibouchina heteromalla (D. Don) Cogn.,Silver leafed Princess Flower,6636,https://www.nparks.gov.sg/florafaunaweb/flora/6/6/6636,Shrub,Full Sun,Moderate Water,False,False,False,False,0.5,Purple,-,-,Terrestrial,-,-,-,-,None,None,Medium
Tibouchina urvilleana (DC) Cogn.,Princess Flower,2513,https://www.nparks.gov.sg/florafaunaweb/flora/2/5/2513,Shrub,Full Sun,Lots of Water,False,False,False,False,4.0,Purple,Invasive / Potentially Invasive,-,-,Green,Green,4.5 (Shrub & Groundcover - Dicot),Fast,None,None,Medium
Ticanto crista (L.) R.Clark & Gagnon,Squirrel's Claws,5731,https://www.nparks.gov.sg/florafaunaweb/flora/5/7/5731,Climber,Full Sun,"Lots of Water, Moderate Water",False,True,False,True,20.0,"Orange, Yellow / Golden","Spines/Thorns - Stem/Branch, Spines/Thorns - Leaf",Butterfly Host Plant,"Terrestrial (Riverine), Shoreline (Mangrove Forest, Sandy Beach)",Green,-,-,Moderate,None,None,Coarse
Tillandsia andreana E.Morren ex André,-,6546,https://www.nparks.gov.sg/florafaunaweb/flora/6/5/6546,Epiphyte,Semi Shade,Moderate Water,False,False,False,False,10.0,Red,-,-,Terrestrial,"Green, Silver / Grey",-,-,-,None,None,Fine
Tillandsia bulbosa Hook.,-,6363,https://www.nparks.gov.sg/florafaunaweb/flora/6/3/6363,Epiphyte,Semi Shade,Moderate Water,False,False,False,False,-,"Red, Purple",-,-,Terrestrial,-,-,-,-,None,None,Coarse
Tillandsia chiapensis S.Gardner,-,5353,https://www.nparks.gov.sg/florafaunaweb/flora/5/3/5353,Epiphyte,Full Sun,Moderate Water,False,False,False,False,0.5,"Pink, Purple, White",-,Bird-Attracting,Terrestrial (Inland Cliff),"Red, Silver / Grey, White",-,-,-,None,None,Coarse
Tillandsia Cotton Candy 'Purple',-,5716,https://www.nparks.gov.sg/florafaunaweb/flora/5/7/5716,Epiphyte,"Full Sun, Semi Shade","Moderate Water, Occasional Misting",False,False,False,False,-,"Purple, Pink",-,-,-,"Green, Silver / Grey, White",-,-,-,None,None,Coarse
Tillandsia cyanea Linden ex K. Koch,Pink Quill,2514,https://www.nparks.gov.sg/florafaunaweb/flora/2/5/2514,Shrub,Semi Shade,Little Water,False,False,False,False,0.25,Pink,-,-,-,Green,-,3.5 (Shrub & Groundcover - Monocot),-,None,None,Coarse
Tillandsia duratii Vis.,-,7149,https://www.nparks.gov.sg/florafaunaweb/flora/7/1/7149,Epiphyte,"Full Sun, Semi Shade",Moderate Water,False,False,False,False,1.0,White,-,-,Terrestrial,Green,Green,-,-,None,None,Coarse
Tillandsia funckiana Baker,-,5561,https://www.nparks.gov.sg/florafaunaweb/flora/5/5/5561,Epiphyte,Semi Shade,"Little Water, Occasional Misting",False,False,False,False,-,Red,-,-,Terrestrial,Green,-,-,Slow,None,None,-
Tillandsia ionantha 'Druid',-,5516,https://www.nparks.gov.sg/florafaunaweb/flora/5/5/5516,Epiphyte,"Full Sun, Semi Shade","Moderate Water, Occasional Misting",False,False,False,False,-,White,-,-,-,"Green, Yellow / Golden",-,-,Fast,None,None,Medium
Tillandsia ionantha Planch.,Blushing Bride Airplant,5750,https://www.nparks.gov.sg/florafaunaweb/flora/5/7/5750,Epiphyte,"Full Sun, Semi Shade","Moderate Water, Occasional Misting",False,False,False,False,-,Purple,-,Bird-Attracting (Flowers),Terrestrial,"Green, Red, Silver / Grey",-,-,Slow,None,None,Coarse
Tillandsia lindenii Regel,-,6139,https://www.nparks.gov.sg/florafaunaweb/flora/6/1/6139,Epiphyte,Semi Shade,Moderate Water,False,False,False,False,-,-,-,-,Terrestrial,"Green, Red",-,-,-,None,None,Coarse
Tillandsia sp.,-,7250,https://www.nparks.gov.sg/florafaunaweb/flora/7/2/7250,Epiphyte,"Full Sun, Semi Shade",Occasional Misting,False,False,False,False,-,-,-,-,-,-,-,-,Slow,None,None,-
Tillandsia stricta Sol. ex Sims,-,5268,https://www.nparks.gov.sg/florafaunaweb/flora/5/2/5268,Epiphyte,Semi Shade,Moderate Water,False,False,False,False,-,Purple,-,Bird-Attracting,-,"Green, Silver / Grey",-,-,-,None,None,Fine
Tillandsia tectorum E.Morren,-,6559,https://www.nparks.gov.sg/florafaunaweb/flora/6/5/6559,Epiphyte,Semi Shade,Little Water,False,False,False,False,-,"Blue, White",-,-,Terrestrial,Green,-,-,-,None,None,Coarse
Tillandsia tricholepis Baker,-,5791,https://www.nparks.gov.sg/florafaunaweb/flora/5/7/5791,Epiphyte,Semi Shade,"Moderate Water, Occasional Misting",False,False,False,False,-,-,-,-,Terrestrial,"Green - Light Green, Silver / Grey",-,-,-,None,None,Fine
Tillandsia usneoides (L.) L.,Spanish Moss,2515,https://www.nparks.gov.sg/florafaunaweb/flora/2/5/2515,Epiphyte,Semi Shade,Occasional Misting,False,False,False,False,25.0,"Blue, Green",-,-,-,Silver / Grey,-,3.5 (Shrub & Groundcover - Monocot),-,None,None,Fine
Tillandsia xerographica Rohweder,Giant Tillandsia,6091,https://www.nparks.gov.sg/florafaunaweb/flora/6/0/6091,Epiphyte,Full Sun,Little Water,False,False,False,False,-,Purple,-,-,Terrestrial,"Green, Silver / Grey",-,-,-,None,None,Medium
Timonius finlaysonianus (Wall. ex G.Don) Hook.f.,Mengkudu Laut,7423,https://www.nparks.gov.sg/florafaunaweb/flora/7/4/7423,"Shrub, Tree","Full Sun, Semi Shade",Moderate Water,False,True,False,False,7.0,White,-,Bird-Attracting,"Terrestrial, Shoreline (Coastal Cliff, Mangrove Forest)",Green,-,-,Moderate,-,-,Medium
Timonius wallichianus (Korth.) Valeton,Silver Timon,3191,https://www.nparks.gov.sg/florafaunaweb/flora/3/1/3191,Tree,"Full Sun, Semi Shade","Lots of Water, Moderate Water",False,True,False,False,7.0,"White, Cream / Off-White, Yellow / Golden",-,"Butterfly Host Plant (Leaves, Associated with: Moduza procris), Butterfly-Attracting","Terrestrial (Secondary Rainforest, Riverine, Disturbed Area / Open Ground)",Green,-,3.0 (Tree - Intermediate Canopy),Moderate,-,-,None
Tinospora crispa (L.) Miers ex Hook. f. & Thomson,Petawali,3346,https://www.nparks.gov.sg/florafaunaweb/flora/3/3/3346,"Climber, Shrub",Full Sun,Moderate Water,False,False,False,True,10.0,Green,-,-,"Terrestrial (Primary Rainforest, Secondary Rainforest, Monsoon Forest, Temperate Forest)",Green,-,-,Fast,None,Green,Coarse
Tinospora macrocarpa Diels,-,7531,https://www.nparks.gov.sg/florafaunaweb/flora/7/5/7531,Climber,Full Sun,Moderate Water,False,True,False,False,0.5,Pink Purple Red Yellow,-,-,Terrestrial,-,-,-,Fast to Moderate,None,None,Medium
Tipuana tipu,Yellow Jacaranda,3192,https://www.nparks.gov.sg/florafaunaweb/flora/3/1/3192,Tree,Full Sun,Lots of Water,False,False,False,False,-,Yellow / Golden,-,-,-,Green,-,3.0 (Tree - Intermediate Canopy),Moderate,-,-,None
Titanopsis calcarea (Marloth) Schwantes,Concrete Leaf,8091,https://www.nparks.gov.sg/florafaunaweb/flora/8/0/8091,-,Full Sun,Little Water,True,False,False,False,0.5,"Orange, Yellow / Golden",-,-,Terrestrial,Silver / Grey,Silver / Grey,-,-,None,None,None
Tithonia diversifolia (Hemsl.) A.Gray.,Shrub Sunflower,3347,https://www.nparks.gov.sg/florafaunaweb/flora/3/3/3347,Shrub,Full Sun,Moderate Water,False,False,False,True,5.0,Yellow / Golden,-,Bird-Attracting,"Terrestrial (Grassland / Savannah/ Scrubland, Disturbed Area / Open Ground)",Green,-,4.5 (Shrub & Groundcover - Dicot),Fast,None,None,Coarse
Tithonia rotundifolia (Mill.) S. F. Blake,Mexican Sunflower,3748,https://www.nparks.gov.sg/florafaunaweb/flora/3/7/3748,"Herbaceous Plant, Shrub",Full Sun,Moderate Water,True,False,False,False,2.0,Orange,-,Butterfly-Attracting,"Terrestrial (Grassland / Savannah/ Scrubland, Disturbed Area / Open Ground)",Green,-,-,Fast,None,None,Coarse
Torenia concolor Lindl.,单色蝴蝶草,6416,https://www.nparks.gov.sg/florafaunaweb/flora/6/4/6416,Creeper,Full Sun,Moderate Water,False,False,False,False,-,Purple,-,-,Terrestrial,Green,-,-,-,None,None,Medium
Torenia fournieri,Wishbone Flower,2516,https://www.nparks.gov.sg/florafaunaweb/flora/2/5/2516,"Creeper, Herbaceous Plant","Full Sun, Semi Shade",Moderate Water,False,False,False,False,0.4,Purple,-,-,Terrestrial,"Green, Green - Light Green",Green - Light Green,4.5 (Shrub & Groundcover - Dicot),Fast,None,None,Medium
Torenia fournieri cultivars,-,8485,https://www.nparks.gov.sg/florafaunaweb/flora/8/4/8485,Shrub,"Full Sun, Semi Shade",Moderate Water,False,False,False,False,-,-,-,-,Terrestrial,"Green, Green - Light Green",-,-,Fast,None,None,-
Torenia 'Yellow Moon',-,6846,https://www.nparks.gov.sg/florafaunaweb/flora/6/8/6846,Herbaceous Plant,"Full Sun, Semi Shade","Lots of Water, Moderate Water",False,False,False,False,0.15,"Yellow / Golden, Purple",-,-,Terrestrial,Green,-,-,-,None,None,-
Tortula ruralis (Hedw.) Gaertn. et al.,Star Moss,5892,https://www.nparks.gov.sg/florafaunaweb/flora/5/8/5892,Lithophyte,"Full Shade, Full Sun, Semi Shade","Little Water, Moderate Water",True,False,False,False,0.5,-,-,-,Terrestrial,-,-,-,-,None,None,Fine
Trachelospermum jasminoides (Lindl.) Lem.,络石,6243,https://www.nparks.gov.sg/florafaunaweb/flora/6/2/6243,Climber,Semi Shade,Moderate Water,False,False,False,True,10.0,White,-,-,Terrestrial,-,-,-,-,None,None,Medium
Trachelospermum jasminoides 'Ogon Nishiki',Japanese Star Jasmine,3477,https://www.nparks.gov.sg/florafaunaweb/flora/3/4/3477,"Climber, Creeper","Full Sun, Semi Shade","Little Water, Moderate Water",True,False,False,True,-,"Cream / Off-White, White",-,-,-,"Green, Orange, Red, Yellow / Golden",-,-,Moderate,None,None,-
Trachelospermum jasminoides 'Tricolor',Tricolor Asian Jasmine,1523,https://www.nparks.gov.sg/florafaunaweb/flora/1/5/1523,"Climber, Creeper","Full Sun, Semi Shade","Little Water, Moderate Water",True,False,False,True,-,"Cream / Off-White, White",-,-,-,"Green, Pink, White",-,4.5 (Shrub & Groundcover - Dicot),-,None,None,-
Tradescantia fluminensis 'Albovittata',Giant White Inch Plant,2519,https://www.nparks.gov.sg/florafaunaweb/flora/2/5/2519,Herbaceous Plant,Semi Shade,Moderate Water,False,False,False,False,-,White,-,-,-,"Green, White",-,-,-,None,None,-
Tradescantia fluminensis 'Variegata',-,5517,https://www.nparks.gov.sg/florafaunaweb/flora/5/5/5517,Herbaceous Plant,Semi Shade,"Lots of Water, Moderate Water, Occasional Misting",False,False,False,False,-,-,-,-,-,"Cream / Off-White, Green, Purple, Red, Yellow / Golden",-,-,Fast,None,None,Fine
Tradescantia multiflora,Tahitian Bridal Veil,2520,https://www.nparks.gov.sg/florafaunaweb/flora/2/5/2520,Shrub,Semi Shade,Moderate Water,False,False,False,False,0.5,White,-,-,-,"Green, Purple",-,3.5 (Shrub & Groundcover - Monocot),Fast,None,None,Medium
Tradescantia pallida (Rose) D.R.Hunt,Purple Heart,2521,https://www.nparks.gov.sg/florafaunaweb/flora/2/5/2521,Herbaceous Plant,"Full Sun, Semi Shade","Little Water, Moderate Water",False,False,False,False,-,Pink,-,-,Terrestrial,Purple,-,3.5 (Shrub & Groundcover - Monocot),-,None,None,Fine
Tradescantia sillamontana (variegated),Variegated White Velvet,6655,https://www.nparks.gov.sg/florafaunaweb/flora/6/6/6655,Herbaceous Plant,"Full Sun, Semi Shade","Little Water, Moderate Water",True,False,False,False,-,Pink,-,-,-,"Green, Pink, Silver / Grey, White, Yellow / Golden",-,-,Moderate,None,None,Coarse
